area_code,hb_name,date_code,value_percent,distance_to_nearest_green_or_blue_space,age,gender,urban_rural_classification,simd_quintiles,type_of_tenure,household_type,ethnicity
S12000010,NHS Lothian,2018,16,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000010,NHS Lothian,2015,10,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000010,NHS Lothian,2015,15,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000010,NHS Lothian,2017,14,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000010,NHS Lothian,2019,10,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000010,NHS Lothian,2019,84,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000010,NHS Lothian,2014,6,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000010,NHS Lothian,2017,11,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000010,NHS Lothian,2015,1,Don't Know,All,All,All,80% least deprived,All,All,All
S12000010,NHS Lothian,2017,81,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000010,NHS Lothian,2017,78,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000010,NHS Lothian,2017,81,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000010,NHS Lothian,2019,80,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000010,NHS Lothian,2019,85,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000010,NHS Lothian,2019,86,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000010,NHS Lothian,2016,81,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000010,NHS Lothian,2016,86,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000010,NHS Lothian,2013,86,A 5 minute walk or less,All,All,All,All,All,All,All
S12000010,NHS Lothian,2015,83,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000010,NHS Lothian,2016,8,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000010,NHS Lothian,2016,13,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000010,NHS Lothian,2017,78,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000010,NHS Lothian,2017,83,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000010,NHS Lothian,2015,83,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000010,NHS Lothian,2013,11,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000010,NHS Lothian,2015,17,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000010,NHS Lothian,2015,5,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000010,NHS Lothian,2013,5,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000010,NHS Lothian,2014,12,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000010,NHS Lothian,2014,19,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000010,NHS Lothian,2019,10,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000010,NHS Lothian,2019,10,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000010,NHS Lothian,2018,11,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000010,NHS Lothian,2018,7,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000010,NHS Lothian,2016,14,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000010,NHS Lothian,2016,14,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000010,NHS Lothian,2017,16,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000010,NHS Lothian,2017,7,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000010,NHS Lothian,2017,9,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000010,NHS Lothian,2017,10,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000010,NHS Lothian,2017,11,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000010,NHS Lothian,2019,10,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000010,NHS Lothian,2018,6,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000010,NHS Lothian,2019,9,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000010,NHS Lothian,2019,13,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000010,NHS Lothian,2019,8,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000010,NHS Lothian,2019,10,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000010,NHS Lothian,2014,81,A 5 minute walk or less,All,All,All,All,All,All,All
S12000010,NHS Lothian,2014,83,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000010,NHS Lothian,2014,81,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000010,NHS Lothian,2016,83,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000010,NHS Lothian,2014,78,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000010,NHS Lothian,2014,78,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000010,NHS Lothian,2014,84,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000010,NHS Lothian,2019,84,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000010,NHS Lothian,2017,87,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000010,NHS Lothian,2019,84,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000010,NHS Lothian,2017,86,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000010,NHS Lothian,2018,91,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000010,NHS Lothian,2015,82,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000010,NHS Lothian,2015,84,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000010,NHS Lothian,2016,84,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000010,NHS Lothian,2016,83,A 5 minute walk or less,All,All,All,All,All,All,All
S12000010,NHS Lothian,2016,79,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000010,NHS Lothian,2016,86,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000010,NHS Lothian,2015,81,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000010,NHS Lothian,2018,87,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000010,NHS Lothian,2018,84,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000010,NHS Lothian,2016,82,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000010,NHS Lothian,2018,85,A 5 minute walk or less,All,All,All,All,All,All,All
S12000010,NHS Lothian,2018,86,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000010,NHS Lothian,2017,82,A 5 minute walk or less,All,All,All,All,All,All,All
S12000010,NHS Lothian,2018,81,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000010,NHS Lothian,2018,82,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000010,NHS Lothian,2015,1,Don't Know,All,All,All,All,All,Adults,All
S12000010,NHS Lothian,2015,1,Don't Know,All,All,All,All,All,All,All
S12000010,NHS Lothian,2015,1,Don't Know,All,Male,All,All,All,All,All
S12000010,NHS Lothian,2016,6,An 11 minute walk or more,All,All,All,All,All,All,All
S12000010,NHS Lothian,2016,6,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000010,NHS Lothian,2017,4,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000010,NHS Lothian,2017,8,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000010,NHS Lothian,2017,6,An 11 minute walk or more,All,All,All,All,All,All,All
S12000010,NHS Lothian,2017,6,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000010,NHS Lothian,2016,6,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000010,NHS Lothian,2018,7,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000010,NHS Lothian,2016,5,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000010,NHS Lothian,2016,9,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000010,NHS Lothian,2017,6,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000010,NHS Lothian,2017,2,Don't Know,All,All,All,All,All,Adults,All
S12000010,NHS Lothian,2017,1,Don't Know,All,All,All,All,All,All,All
S12000010,NHS Lothian,2017,1,Don't Know,All,Female,All,All,All,All,All
S12000010,NHS Lothian,2019,82,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000010,NHS Lothian,2019,81,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000010,NHS Lothian,2018,82,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000010,NHS Lothian,2015,85,A 5 minute walk or less,All,All,All,All,All,All,All
S12000010,NHS Lothian,2017,5,An 11 minute walk or more,All,All,All,All,All,With Children,All
S12000010,NHS Lothian,2018,5,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000010,NHS Lothian,2015,85,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000010,NHS Lothian,2015,91,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000010,NHS Lothian,2015,85,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000010,NHS Lothian,2014,12,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000010,NHS Lothian,2018,86,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000010,NHS Lothian,2017,6,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000010,NHS Lothian,2018,6,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000010,NHS Lothian,2013,5,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000010,NHS Lothian,2017,83,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000010,NHS Lothian,2016,1,Don't Know,All,All,All,80% least deprived,All,All,All
S12000010,NHS Lothian,2013,7,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000010,NHS Lothian,2019,9,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000010,NHS Lothian,2017,1,Don't Know,All,All,All,80% least deprived,All,All,All
S12000010,NHS Lothian,2019,7,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000010,NHS Lothian,2014,82,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000010,NHS Lothian,2015,10,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000010,NHS Lothian,2015,4,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000010,NHS Lothian,2016,5,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000010,NHS Lothian,2013,88,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000010,NHS Lothian,2018,8,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000010,NHS Lothian,2016,11,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000010,NHS Lothian,2016,84,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000010,NHS Lothian,2019,10,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000010,NHS Lothian,2019,6,An 11 minute walk or more,All,All,All,All,All,All,White
S12000010,NHS Lothian,2016,1,Don't Know,All,All,All,All,All,All,White
S12000010,NHS Lothian,2016,10,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000010,NHS Lothian,2019,85,A 5 minute walk or less,All,All,All,All,All,All,White
S12000010,NHS Lothian,2015,1,Don't Know,All,All,All,All,All,All,White
S12000010,NHS Lothian,2017,1,Don't Know,All,All,All,All,All,All,White
S12000010,NHS Lothian,2017,6,An 11 minute walk or more,All,All,All,All,All,All,White
S12000010,NHS Lothian,2016,6,An 11 minute walk or more,All,All,All,All,All,All,White
S12000010,NHS Lothian,2016,84,A 5 minute walk or less,All,All,All,All,All,All,White
S12000010,NHS Lothian,2015,84,A 5 minute walk or less,All,All,All,All,All,All,White
S12000010,NHS Lothian,2018,8,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000010,NHS Lothian,2014,13,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000010,NHS Lothian,2017,82,A 5 minute walk or less,All,All,All,All,All,All,White
S12000010,NHS Lothian,2018,86,A 5 minute walk or less,All,All,All,All,All,All,White
S12000010,NHS Lothian,2014,81,A 5 minute walk or less,All,All,All,All,All,All,White
S12000010,NHS Lothian,2015,11,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000010,NHS Lothian,2013,87,A 5 minute walk or less,All,All,All,All,All,All,White
S12000010,NHS Lothian,2013,5,An 11 minute walk or more,All,All,All,All,All,All,White
S12000010,NHS Lothian,2014,6,An 11 minute walk or more,All,All,All,All,All,All,White
S12000010,NHS Lothian,2018,6,An 11 minute walk or more,All,All,All,All,All,All,White
S12000010,NHS Lothian,2015,4,An 11 minute walk or more,All,All,All,All,All,All,White
S12000010,NHS Lothian,2017,11,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000010,NHS Lothian,2013,8,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000011,NHS Greater Glasgow and Clyde,2018,11,An 11 minute walk or more,All,All,All,All,All,With Children,All
S12000011,NHS Greater Glasgow and Clyde,2019,1,Don't Know,All,All,All,All,All,Pensioners,All
S12000011,NHS Greater Glasgow and Clyde,2019,1,Don't Know,All,All,All,All,All,With Children,All
S12000011,NHS Greater Glasgow and Clyde,2019,16,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2016,11,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2017,1,Don't Know,All,All,Urban,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2018,1,Don't Know,All,All,Urban,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2018,1,Don't Know,All,Male,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2018,0,Don't Know,All,Female,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2014,22,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000011,NHS Greater Glasgow and Clyde,2019,13,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2019,18,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2013,1,Don't Know,35-64 years,All,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2018,19,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000011,NHS Greater Glasgow and Clyde,2014,24,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2014,11,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2018,14,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000011,NHS Greater Glasgow and Clyde,2017,31,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2018,18,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2018,13,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2015,12,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2015,11,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2019,1,Don't Know,All,Female,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2019,1,Don't Know,All,All,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2019,0,Don't Know,All,Male,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2016,64,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2018,30,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000011,NHS Greater Glasgow and Clyde,2018,33,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000011,NHS Greater Glasgow and Clyde,2015,64,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2019,1,Don't Know,All,All,Urban,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2017,26,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2019,20,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000011,NHS Greater Glasgow and Clyde,2019,19,An 11 minute walk or more,All,All,All,All,All,With Children,All
S12000011,NHS Greater Glasgow and Clyde,2019,10,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000011,NHS Greater Glasgow and Clyde,2013,1,Don't Know,All,All,Urban,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2019,30,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2018,30,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000011,NHS Greater Glasgow and Clyde,2017,52,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2016,10,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2016,19,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2015,10,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2015,9,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2015,10,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000011,NHS Greater Glasgow and Clyde,2017,21,An 11 minute walk or more,All,All,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2015,9,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000011,NHS Greater Glasgow and Clyde,2015,10,An 11 minute walk or more,All,All,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2018,54,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2019,54,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2015,26,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2018,14,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2017,22,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2018,15,An 11 minute walk or more,All,All,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2016,22,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000011,NHS Greater Glasgow and Clyde,2017,21,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000011,NHS Greater Glasgow and Clyde,2017,12,An 11 minute walk or more,All,All,All,All,All,With Children,All
S12000011,NHS Greater Glasgow and Clyde,2017,19,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2017,1,Don't Know,35-64 years,All,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2017,1,Don't Know,All,All,All,All,All,Pensioners,All
S12000011,NHS Greater Glasgow and Clyde,2015,1,Don't Know,65 years and over,All,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2018,1,Don't Know,All,All,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2019,1,Don't Know,65 years and over,All,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2016,2,Don't Know,65 years and over,All,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2016,2,Don't Know,All,All,All,All,All,Pensioners,All
S12000011,NHS Greater Glasgow and Clyde,2017,1,Don't Know,65 years and over,All,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2015,1,Don't Know,All,All,All,All,All,Pensioners,All
S12000011,NHS Greater Glasgow and Clyde,2014,62,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2013,59,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2016,0,Don't Know,All,All,Urban,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2015,0,Don't Know,All,All,Urban,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2015,9,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2017,21,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2018,1,Don't Know,All,All,All,All,All,Pensioners,All
S12000011,NHS Greater Glasgow and Clyde,2018,1,Don't Know,All,All,All,All,All,Adults,All
S12000011,NHS Greater Glasgow and Clyde,2013,1,Don't Know,65 years and over,All,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2016,10,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000011,NHS Greater Glasgow and Clyde,2016,10,An 11 minute walk or more,All,All,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2016,24,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2016,6,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2016,4,An 11 minute walk or more,All,All,All,All,All,With Children,All
S12000011,NHS Greater Glasgow and Clyde,2016,14,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2019,25,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2019,11,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2017,22,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2016,54,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000011,NHS Greater Glasgow and Clyde,2015,56,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000011,NHS Greater Glasgow and Clyde,2013,27,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000011,NHS Greater Glasgow and Clyde,2016,14,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000011,NHS Greater Glasgow and Clyde,2017,45,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000011,NHS Greater Glasgow and Clyde,2014,65,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000011,NHS Greater Glasgow and Clyde,2015,1,Don't Know,All,All,All,All,Owned Outright,All,All
S12000011,NHS Greater Glasgow and Clyde,2017,1,Don't Know,All,All,All,All,Owned Outright,All,All
S12000011,NHS Greater Glasgow and Clyde,2013,1,Don't Know,All,All,All,All,Owned Outright,All,All
S12000011,NHS Greater Glasgow and Clyde,2018,47,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000011,NHS Greater Glasgow and Clyde,2013,61,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000011,NHS Greater Glasgow and Clyde,2014,21,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000011,NHS Greater Glasgow and Clyde,2015,14,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000011,NHS Greater Glasgow and Clyde,2019,48,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000011,NHS Greater Glasgow and Clyde,2019,31,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000011,NHS Greater Glasgow and Clyde,2014,14,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000011,NHS Greater Glasgow and Clyde,2018,1,Don't Know,All,All,All,All,Owned Outright,All,All
S12000011,NHS Greater Glasgow and Clyde,2013,12,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000011,NHS Greater Glasgow and Clyde,2019,21,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000011,NHS Greater Glasgow and Clyde,2017,25,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000011,NHS Greater Glasgow and Clyde,2017,29,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000011,NHS Greater Glasgow and Clyde,2016,31,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000011,NHS Greater Glasgow and Clyde,2018,36,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000011,NHS Greater Glasgow and Clyde,2015,29,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000011,NHS Greater Glasgow and Clyde,2019,1,Don't Know,All,All,All,All,Owned Outright,All,All
S12000011,NHS Greater Glasgow and Clyde,2016,1,Don't Know,All,All,All,All,Owned Outright,All,All
S12000011,NHS Greater Glasgow and Clyde,2013,13,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2018,31,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2013,27,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2019,16,An 11 minute walk or more,All,All,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2014,23,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2014,16,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2013,13,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2013,15,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000011,NHS Greater Glasgow and Clyde,2017,18,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000011,NHS Greater Glasgow and Clyde,2015,68,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000011,NHS Greater Glasgow and Clyde,2015,8,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000011,NHS Greater Glasgow and Clyde,2017,55,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000011,NHS Greater Glasgow and Clyde,2016,10,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000011,NHS Greater Glasgow and Clyde,2016,71,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000011,NHS Greater Glasgow and Clyde,2017,26,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000011,NHS Greater Glasgow and Clyde,2019,29,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000011,NHS Greater Glasgow and Clyde,2013,1,Don't Know,All,All,All,All,Owned Mortgage/Loan,All,All
S12000011,NHS Greater Glasgow and Clyde,2016,19,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000011,NHS Greater Glasgow and Clyde,2019,57,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000011,NHS Greater Glasgow and Clyde,2018,17,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000011,NHS Greater Glasgow and Clyde,2013,14,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000011,NHS Greater Glasgow and Clyde,2018,12,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000011,NHS Greater Glasgow and Clyde,2013,24,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000011,NHS Greater Glasgow and Clyde,2015,24,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000011,NHS Greater Glasgow and Clyde,2018,26,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
